icd10_concept_id,code_heading,icd10_code,icd10_vocab,description,body_system,progressive,snomed_concept_id,snomed_code,snomed_name
45538777,M483,M48.31,ICD10CM,"Traumatic spondylopathy, occipito-atlanto-axial region",musculoskeletal,no,81665,111232005,Traumatic spondylopathy
42617704,M483,M48.32,ICD10,"Traumatic spondylopathy, cervical region",musculoskeletal,no,81665,111232005,Traumatic spondylopathy
45577271,M483,M48.32,ICD10CM,"Traumatic spondylopathy, cervical region",musculoskeletal,no,81665,111232005,Traumatic spondylopathy
42617705,M483,M48.33,ICD10,"Traumatic spondylopathy, cervicothoracic region",musculoskeletal,no,81665,111232005,Traumatic spondylopathy
45586978,M483,M48.33,ICD10CM,"Traumatic spondylopathy, cervicothoracic region",musculoskeletal,no,81665,111232005,Traumatic spondylopathy
42617706,M483,M48.34,ICD10,"Traumatic spondylopathy, thoracic region",musculoskeletal,no,81665,111232005,Traumatic spondylopathy
45567567,M483,M48.34,ICD10CM,"Traumatic spondylopathy, thoracic region",musculoskeletal,no,81665,111232005,Traumatic spondylopathy
42617707,M483,M48.35,ICD10,"Traumatic spondylopathy, thoracolumbar region",musculoskeletal,no,81665,111232005,Traumatic spondylopathy
45601463,M483,M48.35,ICD10CM,"Traumatic spondylopathy, thoracolumbar region",musculoskeletal,no,81665,111232005,Traumatic spondylopathy
42617708,M483,M48.36,ICD10,"Traumatic spondylopathy, lumbar region",musculoskeletal,no,81665,111232005,Traumatic spondylopathy
45601464,M483,M48.36,ICD10CM,"Traumatic spondylopathy, lumbar region",musculoskeletal,no,81665,111232005,Traumatic spondylopathy
42617709,M483,M48.37,ICD10,"Traumatic spondylopathy, lumbosacral region",musculoskeletal,no,81665,111232005,Traumatic spondylopathy
45562736,M483,M48.37,ICD10CM,"Traumatic spondylopathy, lumbosacral region",musculoskeletal,no,81665,111232005,Traumatic spondylopathy
42617710,M483,M48.38,ICD10,"Traumatic spondylopathy, sacral and sacrococcygeal region",musculoskeletal,no,81665,111232005,Traumatic spondylopathy
45567568,M483,M48.38,ICD10CM,"Traumatic spondylopathy, sacral and sacrococcygeal region",musculoskeletal,no,81665,111232005,Traumatic spondylopathy
45591862,M489,M48.9,ICD10,"Spondylopathy, unspecified",musculoskeletal,no,4260918,410730009,Disorder of spinal region
35208953,M489,M48.9,ICD10CM,"Spondylopathy, unspecified",musculoskeletal,no,44782549,699699005,Disorder of vertebral column
42617809,M498,M49.80,ICD10,"Spondylopathy in diseases classified elsewhere, site unspecified",musculoskeletal,no,4260918,410730009,Disorder of spinal region
45533860,M498,M49.80,ICD10CM,"Spondylopathy in diseases classified elsewhere, site unspecified",musculoskeletal,no,44782549,699699005,Disorder of vertebral column
42617810,M498,M49.81,ICD10,"Spondylopathy in diseases classified elsewhere, occipito-atlanto-axial region",musculoskeletal,no,4260918,410730009,Disorder of spinal region
45572467,M498,M49.81,ICD10CM,"Spondylopathy in diseases classified elsewhere, occipito-atlanto-axial region",musculoskeletal,no,44782549,699699005,Disorder of vertebral column
42617811,M498,M49.82,ICD10,"Spondylopathy in diseases classified elsewhere, cervical region",musculoskeletal,no,4260918,410730009,Disorder of spinal region
45548437,M498,M49.82,ICD10CM,"Spondylopathy in diseases classified elsewhere, cervical region",musculoskeletal,no,80497,128049000,Disorder of cervical spine
42617812,M498,M49.83,ICD10,"Spondylopathy in diseases classified elsewhere, cervicothoracic region",musculoskeletal,no,4260918,410730009,Disorder of spinal region
45538778,M498,M49.83,ICD10CM,"Spondylopathy in diseases classified elsewhere, cervicothoracic region",musculoskeletal,no,44782549,699699005,Disorder of vertebral column
42619403,M498,M49.84,ICD10,"Spondylopathy in diseases classified elsewhere, thoracic region",musculoskeletal,no,4260918,410730009,Disorder of spinal region
45533861,M498,M49.84,ICD10CM,"Spondylopathy in diseases classified elsewhere, thoracic region",musculoskeletal,no,443795,129138001,Disorder of thoracic spine
42617813,M498,M49.85,ICD10,"Spondylopathy in diseases classified elsewhere, thoracolumbar region",musculoskeletal,no,4260918,410730009,Disorder of spinal region
45567573,M498,M49.85,ICD10CM,"Spondylopathy in diseases classified elsewhere, thoracolumbar region",musculoskeletal,no,44782549,699699005,Disorder of vertebral column
42617814,M498,M49.86,ICD10,"Spondylopathy in diseases classified elsewhere, lumbar region",musculoskeletal,no,4260918,410730009,Disorder of spinal region
45533862,M498,M49.86,ICD10CM,"Spondylopathy in diseases classified elsewhere, lumbar region",musculoskeletal,no,195906,129139009,Disorder of lumbar spine
42617815,M498,M49.87,ICD10,"Spondylopathy in diseases classified elsewhere, lumbosacral region",musculoskeletal,no,4260918,410730009,Disorder of spinal region
45533863,M498,M49.87,ICD10CM,"Spondylopathy in diseases classified elsewhere, lumbosacral region",musculoskeletal,no,44782549,699699005,Disorder of vertebral column
42617816,M498,M49.88,ICD10,"Spondylopathy in diseases classified elsewhere, sacral and sacrococcygeal region",musculoskeletal,no,4260918,410730009,Disorder of spinal region
45562744,M498,M49.88,ICD10CM,"Spondylopathy in diseases classified elsewhere, sacral and sacrococcygeal region",musculoskeletal,no,44782549,699699005,Disorder of vertebral column
42617817,M498,M49.89,ICD10,"Spondylopathy in diseases classified elsewhere, multiple sites in spine",musculoskeletal,no,4260918,410730009,Disorder of spinal region
45553198,M498,M49.89,ICD10CM,"Spondylopathy in diseases classified elsewhere, multiple sites in spine",musculoskeletal,no,44782549,699699005,Disorder of vertebral column
45538779,M500,M50.00,ICD10CM,"Cervical disc disorder with myelopathy, unspecified cervical region",musculoskeletal,no,4068622,202717005,Cervical disc disorder with myelopathy
45591863,M500,M50.01,ICD10CM,"Cervical disc disorder with myelopathy,  high cervical region",musculoskeletal,no,4068622,202717005,Cervical disc disorder with myelopathy
37200720,M500,M50.020,ICD10CM,"Cervical disc disorder with myelopathy, mid-cervical region, unspecified level",musculoskeletal,no,4068622,202717005,Cervical disc disorder with myelopathy
37200721,M500,M50.021,ICD10CM,Cervical disc disorder at C4-C5 level with myelopathy,musculoskeletal,no,4068622,202717005,Cervical disc disorder with myelopathy
37200722,M500,M50.022,ICD10CM,Cervical disc disorder at C5-C6 level with myelopathy,musculoskeletal,no,4068622,202717005,Cervical disc disorder with myelopathy
37200723,M500,M50.023,ICD10CM,Cervical disc disorder at C6-C7 level with myelopathy,musculoskeletal,no,4068622,202717005,Cervical disc disorder with myelopathy
45557897,M500,M50.03,ICD10CM,"Cervical disc disorder with myelopathy, cervicothoracic region",musculoskeletal,no,4141028,425878001,Cervical disc disorder
45557898,M502,M50.20,ICD10CM,"Other cervical disc displacement, unspecified cervical region",musculoskeletal,no,40483292,445332006,Displacement of cervical intervertebral disc
45577281,M502,M50.21,ICD10CM,"Other cervical disc displacement,  high cervical region",musculoskeletal,no,40483292,445332006,Displacement of cervical intervertebral disc
45601471,M502,M50.22,ICD10CM,"Other cervical disc displacement, mid-cervical region",musculoskeletal,no,40483292,445332006,Displacement of cervical intervertebral disc
45586988,M502,M50.23,ICD10CM,"Other cervical disc displacement, cervicothoracic region",musculoskeletal,no,40483292,445332006,Displacement of cervical intervertebral disc
45567576,M503,M50.30,ICD10CM,"Other cervical disc degeneration, unspecified cervical region",musculoskeletal,no,314131,69195002,Degeneration of cervical intervertebral disc
45538780,M503,M50.31,ICD10CM,"Other cervical disc degeneration,  high cervical region",musculoskeletal,no,314131,69195002,Degeneration of cervical intervertebral disc
45543607,M503,M50.32,ICD10CM,"Other cervical disc degeneration, mid-cervical region",musculoskeletal,no,314131,69195002,Degeneration of cervical intervertebral disc
45586989,M503,M50.33,ICD10CM,"Other cervical disc degeneration, cervicothoracic region",musculoskeletal,no,4183031,43132002,Degeneration of cervicothoracic intervertebral disc
45557899,M5106,M51.06,ICD10CM,"Intervertebral disc disorders with myelopathy, lumbar region",musculoskeletal,no,141104,34139004,Intervertebral disc disorder of lumbar region with myelopathy
45543610,M513,M51.34,ICD10CM,"Other intervertebral disc degeneration, thoracic region",musculoskeletal,no,442775,68675004,Degeneration of thoracic intervertebral disc
45582169,M513,M51.35,ICD10CM,"Other intervertebral disc degeneration, thoracolumbar region",musculoskeletal,no,434449,91240008,Degeneration of thoracolumbar intervertebral disc
45577283,M513,M51.36,ICD10CM,"Other intervertebral disc degeneration, lumbar region",musculoskeletal,no,443769,26538006,Degeneration of lumbar intervertebral disc
45572468,M513,M51.37,ICD10CM,"Other intervertebral disc degeneration, lumbosacral region",musculoskeletal,no,74132,60937000,Degeneration of lumbosacral intervertebral disc
45577284,M514,M51.44,ICD10CM,"Schmorl''s nodes, thoracic region",musculoskeletal,no,318522,86804002,Schmorl's nodes of thoracic region
45577285,M514,M51.45,ICD10CM,"Schmorl''s nodes, thoracolumbar region",musculoskeletal,no,80496,45181002,Schmorl's nodes
45553202,M514,M51.46,ICD10CM,"Schmorl''s nodes, lumbar region",musculoskeletal,no,435041,29574001,Schmorl's nodes of lumbar region
45606243,M514,M51.47,ICD10CM,"Schmorl''s nodes, lumbosacral region",musculoskeletal,no,80496,45181002,Schmorl's nodes
45596590,M519,M51.9,ICD10,"Unspecified thoracic, thoracolumbar and lumbosacral intervertebral disc disorder",musculoskeletal,no,75344,36427004,Intervertebral disc disorder
45596622,M61,M61.442,ICD10CM,"Other calcification of muscle, left hand",musculoskeletal,no,40490403,446993003,Calcification of muscle
35208954,M519,M51.9,ICD10CM,"Unspecified thoracic, thoracolumbar and lumbosacral intervertebral disc disorder",musculoskeletal,no,75344,36427004,Intervertebral disc disorder
42617966,M61,M61.00,ICD10,"Myositis ossificans traumatica, unspecified site",musculoskeletal,no,77653,70917000,Traumatic myositis ossificans
45538800,M61,M61.00,ICD10CM,"Myositis ossificans traumatica, unspecified site",musculoskeletal,no,77653,70917000,Traumatic myositis ossificans
45562756,M61,M61.011,ICD10CM,"Myositis ossificans traumatica, right shoulder",musculoskeletal,no,77653,70917000,Traumatic myositis ossificans
45586999,M61,M61.012,ICD10CM,"Myositis ossificans traumatica, left shoulder",musculoskeletal,no,77653,70917000,Traumatic myositis ossificans
45543622,M61,M61.019,ICD10CM,"Myositis ossificans traumatica, unspecified shoulder",musculoskeletal,no,77653,70917000,Traumatic myositis ossificans
45572477,M61,M61.021,ICD10CM,"Myositis ossificans traumatica, right upper arm",musculoskeletal,no,77653,70917000,Traumatic myositis ossificans
45548454,M61,M61.022,ICD10CM,"Myositis ossificans traumatica, left upper arm",musculoskeletal,no,77653,70917000,Traumatic myositis ossificans
45562757,M61,M61.029,ICD10CM,"Myositis ossificans traumatica, unspecified upper arm",musculoskeletal,no,77653,70917000,Traumatic myositis ossificans
45587000,M61,M61.031,ICD10CM,"Myositis ossificans traumatica, right forearm",musculoskeletal,no,77653,70917000,Traumatic myositis ossificans
45606256,M61,M61.032,ICD10CM,"Myositis ossificans traumatica, left forearm",musculoskeletal,no,77653,70917000,Traumatic myositis ossificans
45538801,M61,M61.039,ICD10CM,"Myositis ossificans traumatica, unspecified forearm",musculoskeletal,no,77653,70917000,Traumatic myositis ossificans
45562758,M61,M61.041,ICD10CM,"Myositis ossificans traumatica, right hand",musculoskeletal,no,77653,70917000,Traumatic myositis ossificans
45548455,M61,M61.042,ICD10CM,"Myositis ossificans traumatica, left hand",musculoskeletal,no,77653,70917000,Traumatic myositis ossificans
45587001,M61,M61.049,ICD10CM,"Myositis ossificans traumatica, unspecified hand",musculoskeletal,no,77653,70917000,Traumatic myositis ossificans
45587002,M61,M61.051,ICD10CM,"Myositis ossificans traumatica, right thigh",musculoskeletal,no,77653,70917000,Traumatic myositis ossificans
45533876,M61,M61.052,ICD10CM,"Myositis ossificans traumatica, left thigh",musculoskeletal,no,77653,70917000,Traumatic myositis ossificans
45572478,M61,M61.059,ICD10CM,"Myositis ossificans traumatica, unspecified thigh",musculoskeletal,no,77653,70917000,Traumatic myositis ossificans
45591874,M61,M61.061,ICD10CM,"Myositis ossificans traumatica, right lower leg",musculoskeletal,no,77653,70917000,Traumatic myositis ossificans
45557914,M61,M61.062,ICD10CM,"Myositis ossificans traumatica, left lower leg",musculoskeletal,no,77653,70917000,Traumatic myositis ossificans
45601483,M61,M61.069,ICD10CM,"Myositis ossificans traumatica, unspecified lower leg",musculoskeletal,no,77653,70917000,Traumatic myositis ossificans
45582185,M61,M61.071,ICD10CM,"Myositis ossificans traumatica, right ankle and foot",musculoskeletal,no,77653,70917000,Traumatic myositis ossificans
45557915,M61,M61.072,ICD10CM,"Myositis ossificans traumatica, left ankle and foot",musculoskeletal,no,77653,70917000,Traumatic myositis ossificans
45587003,M61,M61.079,ICD10CM,"Myositis ossificans traumatica, unspecified ankle and foot",musculoskeletal,no,77653,70917000,Traumatic myositis ossificans
42617974,M61,M61.08,ICD10,"Myositis ossificans traumatica, other site",musculoskeletal,no,77653,70917000,Traumatic myositis ossificans
45562759,M61,M61.08,ICD10CM,"Myositis ossificans traumatica, other site",musculoskeletal,no,77653,70917000,Traumatic myositis ossificans
42617975,M61,M61.09,ICD10,"Myositis ossificans traumatica, multiple sites",musculoskeletal,no,77653,70917000,Traumatic myositis ossificans
45596610,M61,M61.09,ICD10CM,"Myositis ossificans traumatica, multiple sites",musculoskeletal,no,77653,70917000,Traumatic myositis ossificans
42617976,M61,M61.10,ICD10,"Myositis ossificans progressiva, unspecified site",musculoskeletal,no,73854,82725007,Progressive myositis ossificans
45548456,M61,M61.10,ICD10CM,"Myositis ossificans progressiva, unspecified site",musculoskeletal,no,73854,82725007,Progressive myositis ossificans
45587004,M61,M61.111,ICD10CM,"Myositis ossificans progressiva, right shoulder",musculoskeletal,no,73854,82725007,Progressive myositis ossificans
45548457,M61,M61.112,ICD10CM,"Myositis ossificans progressiva, left shoulder",musculoskeletal,no,73854,82725007,Progressive myositis ossificans
45596611,M61,M61.119,ICD10CM,"Myositis ossificans progressiva, unspecified shoulder",musculoskeletal,no,73854,82725007,Progressive myositis ossificans
45577295,M61,M61.121,ICD10CM,"Myositis ossificans progressiva, right upper arm",musculoskeletal,no,73854,82725007,Progressive myositis ossificans
45562760,M61,M61.122,ICD10CM,"Myositis ossificans progressiva, left upper arm",musculoskeletal,no,73854,82725007,Progressive myositis ossificans
45548458,M61,M61.129,ICD10CM,"Myositis ossificans progressiva, unspecified arm",musculoskeletal,no,73854,82725007,Progressive myositis ossificans
45577296,M61,M61.131,ICD10CM,"Myositis ossificans progressiva, right forearm",musculoskeletal,no,73854,82725007,Progressive myositis ossificans
45557916,M61,M61.132,ICD10CM,"Myositis ossificans progressiva, left forearm",musculoskeletal,no,73854,82725007,Progressive myositis ossificans
45562761,M61,M61.139,ICD10CM,"Myositis ossificans progressiva, unspecified forearm",musculoskeletal,no,73854,82725007,Progressive myositis ossificans
45572479,M61,M61.141,ICD10CM,"Myositis ossificans progressiva, right hand",musculoskeletal,no,73854,82725007,Progressive myositis ossificans
45533877,M61,M61.142,ICD10CM,"Myositis ossificans progressiva, left hand",musculoskeletal,no,73854,82725007,Progressive myositis ossificans
45567593,M61,M61.143,ICD10CM,"Myositis ossificans progressiva, unspecified hand",musculoskeletal,no,73854,82725007,Progressive myositis ossificans
45567594,M61,M61.144,ICD10CM,"Myositis ossificans progressiva, right finger(s)",musculoskeletal,no,73854,82725007,Progressive myositis ossificans
45601484,M61,M61.145,ICD10CM,"Myositis ossificans progressiva, left finger(s)",musculoskeletal,no,73854,82725007,Progressive myositis ossificans
45606257,M61,M61.146,ICD10CM,"Myositis ossificans progressiva, unspecified finger(s)",musculoskeletal,no,73854,82725007,Progressive myositis ossificans
45591875,M61,M61.151,ICD10CM,"Myositis ossificans progressiva, right thigh",musculoskeletal,no,73854,82725007,Progressive myositis ossificans
45606258,M61,M61.152,ICD10CM,"Myositis ossificans progressiva, left thigh",musculoskeletal,no,73854,82725007,Progressive myositis ossificans
45596612,M61,M61.159,ICD10CM,"Myositis ossificans progressiva, unspecified thigh",musculoskeletal,no,73854,82725007,Progressive myositis ossificans
45553214,M61,M61.161,ICD10CM,"Myositis ossificans progressiva, right lower leg",musculoskeletal,no,73854,82725007,Progressive myositis ossificans
45562762,M61,M61.162,ICD10CM,"Myositis ossificans progressiva, left lower leg",musculoskeletal,no,73854,82725007,Progressive myositis ossificans
45591876,M61,M61.169,ICD10CM,"Myositis ossificans progressiva, unspecified lower leg",musculoskeletal,no,73854,82725007,Progressive myositis ossificans
45553215,M61,M61.171,ICD10CM,"Myositis ossificans progressiva, right ankle",musculoskeletal,no,73854,82725007,Progressive myositis ossificans
45606259,M61,M61.172,ICD10CM,"Myositis ossificans progressiva, left ankle",musculoskeletal,no,73854,82725007,Progressive myositis ossificans
45557917,M61,M61.173,ICD10CM,"Myositis ossificans progressiva, unspecified ankle",musculoskeletal,no,73854,82725007,Progressive myositis ossificans
45543623,M61,M61.174,ICD10CM,"Myositis ossificans progressiva, right foot",musculoskeletal,no,73854,82725007,Progressive myositis ossificans
45567595,M61,M61.175,ICD10CM,"Myositis ossificans progressiva, left foot",musculoskeletal,no,73854,82725007,Progressive myositis ossificans
45591877,M61,M61.176,ICD10CM,"Myositis ossificans progressiva, unspecified foot",musculoskeletal,no,73854,82725007,Progressive myositis ossificans
45562763,M61,M61.177,ICD10CM,"Myositis ossificans progressiva, right toe(s)",musculoskeletal,no,73854,82725007,Progressive myositis ossificans
45596613,M61,M61.178,ICD10CM,"Myositis ossificans progressiva, left toe(s)",musculoskeletal,no,73854,82725007,Progressive myositis ossificans
45577297,M61,M61.179,ICD10CM,"Myositis ossificans progressiva, unspecified toe(s)",musculoskeletal,no,73854,82725007,Progressive myositis ossificans
42617983,M61,M61.18,ICD10,"Myositis ossificans progressiva, other site",musculoskeletal,no,73854,82725007,Progressive myositis ossificans
45562764,M61,M61.18,ICD10CM,"Myositis ossificans progressiva, other site",musculoskeletal,no,73854,82725007,Progressive myositis ossificans
42617984,M61,M61.19,ICD10,"Myositis ossificans progressiva, multiple sites",musculoskeletal,no,73854,82725007,Progressive myositis ossificans
45572480,M61,M61.19,ICD10CM,"Myositis ossificans progressiva, multiple sites",musculoskeletal,no,73854,82725007,Progressive myositis ossificans
42617985,M61,M61.20,ICD10,"Paralytic calcification and ossification of muscle, unspecified site",musculoskeletal,no,4001654,203033005,Paralytic calcification / ossification of muscle
45533878,M61,M61.20,ICD10CM,"Paralytic calcification and ossification of muscle, unspecified site",musculoskeletal,no,4001654,203033005,Paralytic calcification / ossification of muscle
45572481,M61,M61.211,ICD10CM,"Paralytic calcification and ossification of muscle, right shoulder",musculoskeletal,no,4001654,203033005,Paralytic calcification / ossification of muscle
45548459,M61,M61.212,ICD10CM,"Paralytic calcification and ossification of muscle, left shoulder",musculoskeletal,no,4001654,203033005,Paralytic calcification / ossification of muscle
45591878,M61,M61.219,ICD10CM,"Paralytic calcification and ossification of muscle, unspecified shoulder",musculoskeletal,no,4001654,203033005,Paralytic calcification / ossification of muscle
45553216,M61,M61.221,ICD10CM,"Paralytic calcification and ossification of muscle, right upper arm",musculoskeletal,no,4001654,203033005,Paralytic calcification / ossification of muscle
45538802,M61,M61.222,ICD10CM,"Paralytic calcification and ossification of muscle, left upper arm",musculoskeletal,no,4001654,203033005,Paralytic calcification / ossification of muscle
45553217,M61,M61.229,ICD10CM,"Paralytic calcification and ossification of muscle, unspecified upper arm",musculoskeletal,no,4001654,203033005,Paralytic calcification / ossification of muscle
45562765,M61,M61.231,ICD10CM,"Paralytic calcification and ossification of muscle, right forearm",musculoskeletal,no,4001654,203033005,Paralytic calcification / ossification of muscle
45562766,M61,M61.232,ICD10CM,"Paralytic calcification and ossification of muscle, left forearm",musculoskeletal,no,4001654,203033005,Paralytic calcification / ossification of muscle
45601485,M61,M61.239,ICD10CM,"Paralytic calcification and ossification of muscle, unspecified forearm",musculoskeletal,no,4001654,203033005,Paralytic calcification / ossification of muscle
45562767,M61,M61.241,ICD10CM,"Paralytic calcification and ossification of muscle, right hand",musculoskeletal,no,4001654,203033005,Paralytic calcification / ossification of muscle
45553218,M61,M61.242,ICD10CM,"Paralytic calcification and ossification of muscle, left hand",musculoskeletal,no,4001654,203033005,Paralytic calcification / ossification of muscle
45577298,M61,M61.249,ICD10CM,"Paralytic calcification and ossification of muscle, unspecified hand",musculoskeletal,no,4001654,203033005,Paralytic calcification / ossification of muscle
45601486,M61,M61.251,ICD10CM,"Paralytic calcification and ossification of muscle, right thigh",musculoskeletal,no,4001654,203033005,Paralytic calcification / ossification of muscle
45577299,M61,M61.252,ICD10CM,"Paralytic calcification and ossification of muscle, left thigh",musculoskeletal,no,4001654,203033005,Paralytic calcification / ossification of muscle
45591879,M61,M61.259,ICD10CM,"Paralytic calcification and ossification of muscle, unspecified thigh",musculoskeletal,no,4001654,203033005,Paralytic calcification / ossification of muscle
45567596,M61,M61.261,ICD10CM,"Paralytic calcification and ossification of muscle, right lower leg",musculoskeletal,no,4001654,203033005,Paralytic calcification / ossification of muscle
45577300,M61,M61.262,ICD10CM,"Paralytic calcification and ossification of muscle, left lower leg",musculoskeletal,no,4001654,203033005,Paralytic calcification / ossification of muscle
45562768,M61,M61.269,ICD10CM,"Paralytic calcification and ossification of muscle, unspecified lower leg",musculoskeletal,no,4001654,203033005,Paralytic calcification / ossification of muscle
45538803,M61,M61.271,ICD10CM,"Paralytic calcification and ossification of muscle, right ankle and foot",musculoskeletal,no,4001654,203033005,Paralytic calcification / ossification of muscle
45601487,M61,M61.272,ICD10CM,"Paralytic calcification and ossification of muscle, left ankle and foot",musculoskeletal,no,4001654,203033005,Paralytic calcification / ossification of muscle
45606260,M61,M61.279,ICD10CM,"Paralytic calcification and ossification of muscle, unspecified ankle and foot",musculoskeletal,no,4001654,203033005,Paralytic calcification / ossification of muscle
42617993,M61,M61.28,ICD10,"Paralytic calcification and ossification of muscle, other site",musculoskeletal,no,4001654,203033005,Paralytic calcification / ossification of muscle
45548460,M61,M61.28,ICD10CM,"Paralytic calcification and ossification of muscle, other site",musculoskeletal,no,4001654,203033005,Paralytic calcification / ossification of muscle
42617994,M61,M61.29,ICD10,"Paralytic calcification and ossification of muscle, multiple sites",musculoskeletal,no,4001654,203033005,Paralytic calcification / ossification of muscle
45582186,M61,M61.29,ICD10CM,"Paralytic calcification and ossification of muscle, multiple sites",musculoskeletal,no,4001654,203033005,Paralytic calcification / ossification of muscle
42617995,M61,M61.30,ICD10,"Calcification and ossification of muscles associated with burns, unspecified site",musculoskeletal,no,46270415,303361000119103,Myositis ossificans of multiple sites due to burn
45596615,M61,M61.30,ICD10CM,"Calcification and ossification of muscles associated with burns, unspecified site",musculoskeletal,no,4347291,240123001,Myositis ossificans associated with burns
45577302,M61,M61.311,ICD10CM,"Calcification and ossification of muscles associated with burns, right shoulder",musculoskeletal,no,46270389,295571000119109,Myositis ossificans of shoulder due to burn
45538804,M61,M61.312,ICD10CM,"Calcification and ossification of muscles associated with burns, left shoulder",musculoskeletal,no,46270389,295571000119109,Myositis ossificans of shoulder due to burn
45582187,M61,M61.319,ICD10CM,"Calcification and ossification of muscles associated with burns, unspecified shoulder",musculoskeletal,no,46270389,295571000119109,Myositis ossificans of shoulder due to burn
45596616,M61,M61.321,ICD10CM,"Calcification and ossification of muscles associated with burns, right upper arm",musculoskeletal,no,46270390,295621000119107,Myositis ossificans of upper arm due to burn
45596617,M61,M61.322,ICD10CM,"Calcification and ossification of muscles associated with burns, left upper arm",musculoskeletal,no,46270390,295621000119107,Myositis ossificans of upper arm due to burn
45601488,M61,M61.329,ICD10CM,"Calcification and ossification of muscles associated with burns, unspecified upper arm",musculoskeletal,no,46270390,295621000119107,Myositis ossificans of upper arm due to burn
45543624,M61,M61.331,ICD10CM,"Calcification and ossification of muscles associated with burns, right forearm",musculoskeletal,no,46273643,295511000119101,Myositis ossificans of forearm due to burn
45557918,M61,M61.332,ICD10CM,"Calcification and ossification of muscles associated with burns, left forearm",musculoskeletal,no,46273643,295511000119101,Myositis ossificans of forearm due to burn
45582188,M61,M61.339,ICD10CM,"Calcification and ossification of muscles associated with burns, unspecified forearm",musculoskeletal,no,46273643,295511000119101,Myositis ossificans of forearm due to burn
45567597,M61,M61.341,ICD10CM,"Calcification and ossification of muscles associated with burns, right hand",musculoskeletal,no,46270387,295541000119102,Myositis ossificans of hand due to burn
45553219,M61,M61.342,ICD10CM,"Calcification and ossification of muscles associated with burns, left hand",musculoskeletal,no,46270387,295541000119102,Myositis ossificans of hand due to burn
45538805,M61,M61.349,ICD10CM,"Calcification and ossification of muscles associated with burns, unspecified hand",musculoskeletal,no,46270387,295541000119102,Myositis ossificans of hand due to burn
45596618,M61,M61.351,ICD10CM,"Calcification and ossification of muscles associated with burns, right thigh",musculoskeletal,no,46273515,295591000119105,Myositis ossificans of thigh due to burn
45572482,M61,M61.352,ICD10CM,"Calcification and ossification of muscles associated with burns, left thigh",musculoskeletal,no,46273515,295591000119105,Myositis ossificans of thigh due to burn
45596619,M61,M61.359,ICD10CM,"Calcification and ossification of muscles associated with burns, unspecified thigh",musculoskeletal,no,46273515,295591000119105,Myositis ossificans of thigh due to burn
45567598,M61,M61.361,ICD10CM,"Calcification and ossification of muscles associated with burns, right lower leg",musculoskeletal,no,46270388,295551000119100,Myositis ossificans of lower leg due to burn
45543625,M61,M61.362,ICD10CM,"Calcification and ossification of muscles associated with burns, left lower leg",musculoskeletal,no,46270388,295551000119100,Myositis ossificans of lower leg due to burn
45572483,M61,M61.369,ICD10CM,"Calcification and ossification of muscles associated with burns, unspecified lower leg",musculoskeletal,no,46270388,295551000119100,Myositis ossificans of lower leg due to burn
45548461,M61,M61.371,ICD10CM,"Calcification and ossification of muscles associated with burns, right ankle and foot",musculoskeletal,no,46270385,295471000119105,Myositis ossificans of ankle due to burn
45538806,M61,M61.372,ICD10CM,"Calcification and ossification of muscles associated with burns, left ankle and foot",musculoskeletal,no,46270385,295471000119105,Myositis ossificans of ankle due to burn
45582189,M61,M61.379,ICD10CM,"Calcification and ossification of muscles associated with burns, unspecified ankle and foot",musculoskeletal,no,46270385,295471000119105,Myositis ossificans of ankle due to burn
42618002,M61,M61.38,ICD10,"Calcification and ossification of muscles associated with burns, other site",musculoskeletal,no,4347291,240123001,Myositis ossificans associated with burns
45606261,M61,M61.38,ICD10CM,"Calcification and ossification of muscles associated with burns, other site",musculoskeletal,no,4347291,240123001,Myositis ossificans associated with burns
42618003,M61,M61.39,ICD10,"Calcification and ossification of muscles associated with burns, multiple sites",musculoskeletal,no,4347291,240123001,Myositis ossificans associated with burns
45596620,M61,M61.39,ICD10CM,"Calcification and ossification of muscles associated with burns, multiple sites",musculoskeletal,no,46270415,303361000119103,Myositis ossificans of multiple sites due to burn
42618004,M61,M61.40,ICD10,"Other calcification of muscle, unspecified site",musculoskeletal,no,40490403,446993003,Calcification of muscle
45543626,M61,M61.40,ICD10CM,"Other calcification of muscle, unspecified site",musculoskeletal,no,40490403,446993003,Calcification of muscle
45606262,M61,M61.411,ICD10CM,"Other calcification of muscle, right shoulder",musculoskeletal,no,40490403,446993003,Calcification of muscle
45538807,M61,M61.412,ICD10CM,"Other calcification of muscle, left shoulder",musculoskeletal,no,40490403,446993003,Calcification of muscle
45543627,M61,M61.419,ICD10CM,"Other calcification of muscle, unspecified shoulder",musculoskeletal,no,40490403,446993003,Calcification of muscle
45582190,M61,M61.421,ICD10CM,"Other calcification of muscle, right upper arm",musculoskeletal,no,40490403,446993003,Calcification of muscle
45582191,M61,M61.422,ICD10CM,"Other calcification of muscle, left upper arm",musculoskeletal,no,40490403,446993003,Calcification of muscle
45587005,M61,M61.429,ICD10CM,"Other calcification of muscle, unspecified upper arm",musculoskeletal,no,40490403,446993003,Calcification of muscle
45567599,M61,M61.431,ICD10CM,"Other calcification of muscle, right forearm",musculoskeletal,no,40490403,446993003,Calcification of muscle
45572484,M61,M61.432,ICD10CM,"Other calcification of muscle, left forearm",musculoskeletal,no,40490403,446993003,Calcification of muscle
